Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width
2358,89305540,KIVIK,Sofas & armchairs,5945.0,No old price,True,https://www.ikea.com/sa/en/p/kivik-corner-sofa-5-seat-with-chaise-longue-skiftebo-dark-grey-s89305540/,Yes,"        Corner sofa, 5-seat",Ola Wihlborg,163.0,83.0,347.0
1726,79211759,NORDLI,Chests of drawers & drawer units,1320.0,"SR 1,650",True,https://www.ikea.com/sa/en/p/nordli-chest-of-8-drawers-white-anthracite-s79211759/,No,"        Chest of 8 drawers,          120x99 cm",Ola Wihlborg,47.0,99.0,120.0
2238,70284203,ASKEBY,Sofas & armchairs,995.0,No old price,True,https://www.ikea.com/sa/en/p/askeby-two-seat-sofa-bed-black-70284203/,No,        Two-seat sofa-bed,"702.842.03 A sofa-bed with small, neat dimensions which is easy to furnish with, even when space is limited.Readily converts into a bed.Fixed cover.",72.0,72.0,149.0
73,69057522,TYSSEDAL,Beds,1395.0,No old price,True,https://www.ikea.com/sa/en/p/tyssedal-bed-frame-white-s69057522/,Yes,"        Bed frame,          140x200 cm",Ebba Strandmark/IKEA of Sweden,,,147.0
48,49278341,BRIMNES,Beds,895.0,SR 925,True,https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/,No,"        Bed frame w storage and headboard,          90x200 cm",IKEA of Sweden/K Hagberg/M Hagberg,54.0,110.0,96.0
831,40309257,HEMNES,Cabinets & cupboards,1395.0,No old price,True,https://www.ikea.com/sa/en/p/hemnes-sideboard-white-stain-40309257/,Yes,"        Sideboard,          157x88 cm",Carina Bengs,47.0,88.0,157.0
2766,10346077,ANVÄNDBAR,Tables & desks,476.0,SR 595,True,https://www.ikea.com/sa/en/p/anvaendbar-table-bamboo-white-10346077/,No,"        Table,          180x98 cm",Mikael Axelsson,,74.0,98.0
3569,59221660,PAX,Wardrobes,5240.0,No old price,True,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-undredal-undredal-glass-s59221660/,No,"        Wardrobe,          300x60x236 cm",IKEA of Sweden/Ehlén Johansson/Ebba Strandmark,60.0,236.0,300.0
1041,30371056,SKÄRHAMN,Cabinets & cupboards,39.0,No old price,True,https://www.ikea.com/sa/en/p/skaerhamn-knob-black-chrome-plated-30371056/,Yes,"        Knob,          30 mm",Ebba Strandmark,35.0,,
3530,99127608,PAX,Wardrobes,1960.0,No old price,True,https://www.ikea.com/sa/en/p/pax-wardrobe-white-fardal-vikedal-s99127608/,Yes,"        Wardrobe,          150x60x201 cm",IKEA of Sweden/Ehlén Johansson,60.0,201.0,150.0
2099,29262435,SJÄLLAND,Outdoor furniture,356.0,SR 445,True,https://www.ikea.com/sa/en/p/sjaelland-table-outdoor-dark-grey-light-grey-s29262435/,No,"        Table, outdoor,          71x71x73 cm",David Wahl,,73.0,71.0
756,70348785,SKÄRHAMN,Bookcases & shelving units,29.0,No old price,True,https://www.ikea.com/sa/en/p/skaerhamn-knob-black-chrome-plated-70348785/,Yes,"        Knob,          22 mm",Ebba Strandmark,24.0,,
1132,29208194,FLINTAN / NOMINELL,Chairs,370.0,No old price,True,https://www.ikea.com/sa/en/p/flintan-nominell-office-chair-with-armrests-black-s29208194/,Yes,        Office chair with armrests,Henrik Preutz/Olle Lundberg,69.0,,74.0
2679,70239710,STOCKHOLM,Tables & desks,995.0,No old price,True,https://www.ikea.com/sa/en/p/stockholm-coffee-table-walnut-veneer-70239710/,No,"        Coffee table,          180x59 cm",Ola Wihlborg,,40.0,59.0
2025,60357737,UTTER,Outdoor furniture,45.0,No old price,True,https://www.ikea.com/sa/en/p/utter-childrens-table-in-outdoor-white-60357737/,No,        Children's table,K Hagberg/M Hagberg,,43.0,42.0
932,69208031,BESTÅ,Cabinets & cupboards,1600.5,"SR 1,650",True,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-black-brown-lappviken-light-grey-clear-glass-s69208031/,Yes,"        Storage combination with doors,          180x42x112 cm",IKEA of Sweden,42.0,112.0,180.0
1592,89280766,EKEDALEN / BERNHARD,Chairs,3775.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-bernhard-table-and-4-chairs-white-mjuk-golden-brown-s89280766/,No,"        Table and 4 chairs,          120/180 cm",Ola Wihlborg/Ehlén Johansson,,,
3605,69330159,PAX / AULI,Wardrobes,2255.0,No old price,True,https://www.ikea.com/sa/en/p/pax-auli-wardrobe-combination-brown-stained-ash-effect-mirror-glass-s69330159/,No,"        Wardrobe combination,          150x66x236 cm",Ehlén Johansson/IKEA of Sweden,66.0,236.0,150.0
2970,69229217,EKEDALEN / BERNHARD,Tables & desks,5465.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-bernhard-table-and-6-chairs-brown-mjuk-white-s69229217/,No,"        Table and 6 chairs,          180/240 cm",Ehlén Johansson/Ola Wihlborg,,,
2804,10423886,NORDEN,Tables & desks,899.0,No old price,True,https://www.ikea.com/sa/en/p/norden-gateleg-table-white-10423886/,No,"        Gateleg table,          26/89/152x80 cm","104.238.86 Small, neat dimensions make the table easy to furnish with, even when space is limited.Table with drop-leaves seats 2-4; makes it possible to adjust the table size according to need.You can store for example cutlery, table napkins and candles in the 6 drawers under the table top.This table has been tested against our strictest standards for stability, durability and safety to withstand everyday use in your home for years.Seats 2-4.Only recommended for indoor use.For increased stability, re-tighten the screws about two weeks after assembly and when necessary.Combines with other furniture in the NORDEN series.",,74.0,80.0
2672,99129004,PÅHL,Tables & desks,450.0,No old price,True,https://www.ikea.com/sa/en/p/pahl-desk-with-shelf-unit-white-s99129004/,Yes,"        Desk with shelf unit,          128x58 cm",S Fager/J Jelinek,58.0,,128.0
2827,20400276,TRULSTORP,Tables & desks,645.0,No old price,True,https://www.ikea.com/sa/en/p/trulstorp-coffee-table-white-20400276/,No,"        Coffee table,          115x70 cm",204.002.76 One half of the table top can be raised to a more comfortable height for eating or maybe surfing on your laptop.Practical storage space underneath the table top.You can eat comfortably at your coffee table by raising the table top.,,40.0,70.0
3368,40347508,ENERYDA,TV & media furniture,22.0,No old price,True,https://www.ikea.com/sa/en/p/eneryda-knob-brass-colour-40347508/,Yes,"        Knob,          27 mm",Francis Cayouette,,,
3505,19252856,STUVA / FRITIDS,Wardrobes,675.0,No old price,True,https://www.ikea.com/sa/en/p/stuva-fritids-wardrobe-white-white-s19252856/,Yes,"        Wardrobe,          60x50x192 cm",Ebba Strandmark/IKEA of Sweden,50.0,192.0,60.0
572,49298594,BESTÅ,Bookcases & shelving units,990.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-selsviken-high-gloss-dark-red-brown-s49298594/,Yes,"        TV bench,          180x42x39 cm",IKEA of Sweden,42.0,39.0,180.0
1431,79305512,KIVIK,Chairs,1300.0,No old price,True,https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/,Yes,        Chaise longue,Ola Wihlborg,163.0,83.0,90.0
2949,99215681,LINNMON / GODVIN,Tables & desks,205.0,SR 275,True,https://www.ikea.com/sa/en/p/linnmon-godvin-table-beige-white-s99215681/,Yes,"        Table,          150x75 cm",IKEA of Sweden,,74.0,75.0
1671,30415036,NORDLI,Chests of drawers & drawer units,240.0,SR 300,True,https://www.ikea.com/sa/en/p/nordli-modular-chest-of-drawers-anthracite-30415036/,Yes,"        Modular chest of drawers,          40x45 cm",Ola Wihlborg,47.0,45.0,40.0
1234,246196,MARIUS,Chairs,25.0,No old price,True,https://www.ikea.com/sa/en/p/marius-stool-red-00246196/,No,        Stool,Ola Wihlborg,,,40.0
3563,49287618,PAX,Wardrobes,1760.0,No old price,True,https://www.ikea.com/sa/en/p/pax-wardrobe-brown-stained-ash-effect-forsand-brown-stained-ash-effect-s49287618/,No,"        Wardrobe,          150x60x236 cm",Ehlén Johansson/IKEA of Sweden,60.0,236.0,150.0
2251,49151276,SÖDERHAMN,Sofas & armchairs,1174.0,"SR 1,210",True,https://www.ikea.com/sa/en/p/soederhamn-armchair-samsta-light-pink-s49151276/,Yes,        Armchair,Ola Wihlborg,99.0,83.0,105.0
2599,80398628,GRÖNLID,Sofas & armchairs,1600.0,No old price,True,https://www.ikea.com/sa/en/p/groenlid-chaise-longue-section-kimstad-dark-brown-80398628/,No,        Chaise longue section,Francis Cayouette,164.0,104.0,81.0
2346,50413847,KIVIK,Sofas & armchairs,250.0,No old price,True,https://www.ikea.com/sa/en/p/kivik-cover-for-chaise-longue-orrsta-red-50413847/,Yes,        Cover for chaise longue,Ola Wihlborg,,,
1717,99239502,NORDLI,Chests of drawers & drawer units,1060.0,"SR 1,325",True,https://www.ikea.com/sa/en/p/nordli-chest-of-7-drawers-white-s99239502/,No,"        Chest of 7 drawers,          80x122 cm",Ola Wihlborg,47.0,122.0,80.0
2579,30094592,POÄNG,Sofas & armchairs,250.0,No old price,True,https://www.ikea.com/sa/en/p/poaeng-footstool-cushion-glose-robust-dark-brown-30094592/,Yes,        Footstool cushion,Noboru Nakamura,,7.0,60.0
1474,50404824,BERNHARD,Chairs,745.0,No old price,True,https://www.ikea.com/sa/en/p/bernhard-chair-chrome-plated-mjuk-golden-brown-50404824/,No,        Chair,Ola Wihlborg,50.0,77.0,49.0
2185,327772,MALSJÖ,"Sideboards, buffets & console tables",2100.0,No old price,True,https://www.ikea.com/sa/en/p/malsjoe-sideboard-basic-unit-black-stained-00327772/,No,"        Sideboard basic unit,          145x92 cm",Carina Bengs,48.0,92.0,145.0
1135,50058376,AGEN,Chairs,245.0,No old price,True,https://www.ikea.com/sa/en/p/agen-chair-rattan-bamboo-50058376/,No,        Chair,500.583.76 Rattan is a natural material which ages beautifully and develops its own unique character over time.Handwoven; each piece of furniture is unique.Stackable chair; saves space when not in use.Plastic feet; protect the furniture if in contact with a moist surface.May be completed with NORNA chair pad for enhanced seating comfort.,56.0,79.0,58.0
3651,49330749,PAX / HASVIK,Wardrobes,2990.0,No old price,True,https://www.ikea.com/sa/en/p/pax-hasvik-wardrobe-combination-white-high-gloss-white-s49330749/,No,"        Wardrobe combination,          200x44x236 cm",Ehlén Johansson/IKEA of Sweden,44.0,236.0,200.0
2656,59000705,LINNMON / LERBERG,Tables & desks,175.0,No old price,True,https://www.ikea.com/sa/en/p/linnmon-lerberg-table-black-brown-grey-s59000705/,Yes,"        Table,          120x60 cm",IKEA of Sweden,,74.0,60.0
3403,80339790,HACKÅS,TV & media furniture,17.0,No old price,True,https://www.ikea.com/sa/en/p/hackas-knob-anthracite-80339790/,No,"        Knob,          15 mm",J Löfgren/J Pettersson,18.0,,24.0
259,69297287,JONAXEL,Bookcases & shelving units,375.0,SR 437,True,https://www.ikea.com/sa/en/p/jonaxel-shelving-unit-s69297287/,No,"        Shelving unit,          182x51x160 cm",IKEA of Sweden,51.0,160.0,182.0
1674,10391324,TYSSEDAL,Chests of drawers & drawer units,945.0,No old price,True,https://www.ikea.com/sa/en/p/tyssedal-chest-of-4-drawers-white-10391324/,No,"        Chest of 4 drawers,          67x102 cm",Ebba Strandmark,49.0,102.0,67.0
3388,40291629,SELSVIKEN,TV & media furniture,60.0,No old price,True,https://www.ikea.com/sa/en/p/selsviken-drawer-front-high-gloss-black-40291629/,Yes,"        Drawer front,          60x26 cm",IKEA of Sweden,,26.0,60.0
3326,29278219,BRIMNES,TV & media furniture,1385.0,No old price,True,https://www.ikea.com/sa/en/p/brimnes-tv-storage-combination-white-s29278219/,Yes,"        TV storage combination,          336x41x95 cm",K Hagberg/M Hagberg,41.0,95.0,336.0
812,10119206,DETOLF,Cabinets & cupboards,295.0,No old price,True,https://www.ikea.com/sa/en/p/detolf-glass-door-cabinet-black-brown-10119206/,Yes,"        Glass-door cabinet,          43x163 cm",IKEA of Sweden,37.0,163.0,43.0
2651,29932181,LINNMON / ADILS,Tables & desks,119.0,No old price,True,https://www.ikea.com/sa/en/p/linnmon-adils-table-white-s29932181/,Yes,"        Table,          100x60 cm",IKEA of Sweden,,74.0,60.0
2171,19278328,KALLAX,Room dividers,745.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-4-inserts-white-s19278328/,Yes,"        Shelving unit with 4 inserts,          147x147 cm",Tord Björklund,39.0,147.0,147.0
2608,40284191,NOCKEBY,Sofas & armchairs,150.0,No old price,True,https://www.ikea.com/sa/en/p/nockeby-legs-for-3-seat-sofa-chrome-plated-40284191/,No,        Legs for 3-seat sofa,Ola Wihlborg,,15.0,
1706,50397913,IDÅSEN,Chests of drawers & drawer units,595.0,No old price,True,https://www.ikea.com/sa/en/p/idasen-drawer-unit-on-castors-golden-brown-50397913/,Yes,"        Drawer unit on castors,          42x61 cm",Jon Karlsson,47.0,61.0,42.0
2857,99286254,EKET,Tables & desks,80.0,No old price,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-shelving-unit-red-s99286254/,Yes,"        Wall-mounted shelving unit,          35x25x35 cm",Jon Karlsson/IKEA of Sweden,25.0,35.0,35.0
2057,80267137,VÄDDÖ,Outdoor furniture,75.0,SR 125,True,https://www.ikea.com/sa/en/p/vaeddoe-chair-outdoor-white-80267137/,No,"        Chair, outdoor",Henrik Preutz,46.0,79.0,40.0
2574,29256142,GRÖNLID,Sofas & armchairs,840.0,No old price,True,https://www.ikea.com/sa/en/p/groenlid-cover-for-3-seat-sofa-with-chaise-longue-ljungen-medium-grey-s29256142/,Yes,        Cover for 3-seat sofa,Francis Cayouette,,,
3348,90323393,FIXA,TV & media furniture,5.6,SR 7,True,https://www.ikea.com/sa/en/p/fixa-drill-template-orange-90323393/,No,        Drill template,903.233.93 Drill template for marking the hole location of knobs or handles makes it easier for you to place them correctly.The strip on the drill template is put against the edge of the door or drawer front; helps you to place the handle perfectly straight vertically or horizontally.,,,64.0
2419,80341496,NYHAMN,Sofas & armchairs,600.0,No old price,True,https://www.ikea.com/sa/en/p/nyhamn-pocket-sprung-mattress-firm-80341496/,No,"        Pocket sprung mattress,          140x200 cm",IKEA of Sweden/L Hilland,,,140.0
1446,19252168,MELLTORP / TEODORES,Chairs,499.0,SR 699,True,https://www.ikea.com/sa/en/p/melltorp-teodores-table-and-4-chairs-white-bright-orange-s19252168/,No,"        Table and 4 chairs,          125 cm",David Wahl/Lisa Norinder,,72.0,75.0
1330,40369109,NORDVIKEN,Chairs,225.0,No old price,True,https://www.ikea.com/sa/en/p/nordviken-chair-black-40369109/,Yes,        Chair,Francis Cayouette,56.0,97.0,44.0
3389,80261258,BESTÅ,TV & media furniture,25.0,No old price,True,https://www.ikea.com/sa/en/p/besta-soft-closing-push-open-hinge-80261258/,No,        Soft closing/push-open hinge,"802.612.58 You can choose to use either the soft-closing or push-open function.With the push-opener you don’t need knobs or handles and can open the door with a light push.With the soft-closing function your doors close silently and softly. Knobs and handles are sold separately.If you choose the soft closing function for your BESTÅ, we recommend complementing the fronts with knobs/handles to make the drawers/cabinets more convenient to open.",,,
1778,30306495,PÅHL,Children's furniture,100.0,No old price,True,https://www.ikea.com/sa/en/p/pahl-add-on-unit-white-green-30306495/,Yes,"        Add-on unit,          64x39 cm",S Fager/J Jelinek,17.0,39.0,64.0
1876,20305707,BUSUNGE,Nursery furniture,645.0,No old price,True,https://www.ikea.com/sa/en/p/busunge-wardrobe-white-20305707/,No,"        Wardrobe,          80x139 cm",Carl Öjerstam,52.0,139.0,80.0
3178,19046574,BEKANT,Tables & desks,5300.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-desk-combination-white-s19046574/,Yes,"        Desk combination,          320x220 cm",K Malmvall/E Lilja Löwenhielm,220.0,,
2900,9320813,SKARSTA,Tables & desks,1000.0,No old price,True,https://www.ikea.com/sa/en/p/skarsta-desk-sit-stand-beige-white-s09320813/,Yes,"        Desk sit/stand,          120x70 cm",Jon Karlsson,,,70.0
1829,69128992,PÅHL,Children's furniture,420.0,No old price,True,https://www.ikea.com/sa/en/p/pahl-desk-with-shelf-unit-white-s69128992/,Yes,"        Desk with shelf unit,          96x58 cm",S Fager/J Jelinek,58.0,,96.0
2194,79275119,HAVSTA,"Sideboards, buffets & console tables",1395.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-glass-door-cabinet-with-plinth-white-clear-glass-s79275119/,Yes,"        Glass-door cabinet with plinth,          121x37x134 cm",IKEA of Sweden,37.0,134.0,121.0
1053,9266024,HAVSTA,Cabinets & cupboards,2525.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-dark-brown-s09266024/,Yes,"        Storage combination w glass-doors,          243x37x134 cm",IKEA of Sweden,37.0,134.0,243.0
2698,452624,NYBODA,Tables & desks,375.0,No old price,True,https://www.ikea.com/sa/en/p/nyboda-coffee-table-w-reversible-table-top-light-grey-concrete-effect-white-00452624/,Yes,"        Coffee table w reversible table top,          120x40x40 cm",Ehlén Johansson,,40.0,40.0
867,70245952,BESTÅ,Cabinets & cupboards,170.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-black-brown-70245952/,Yes,"        Frame,          120x40x38 cm",IKEA of Sweden,40.0,38.0,120.0
926,60295532,BESTÅ,Cabinets & cupboards,30.0,No old price,True,https://www.ikea.com/sa/en/p/besta-glass-shelf-glass-60295532/,No,"        Glass shelf,          56x36 cm",IKEA of Sweden,36.0,,56.0
1947,50466275,TROFAST,Nursery furniture,15.0,No old price,False,https://www.ikea.com/sa/en/p/trofast-storage-box-pink-50466275/,No,"        Storage box,          42x30x23 cm",504.662.75 Fits in TROFAST frames.Can be stacked when completed with a lid.May be completed with TROFAST lid.,30.0,23.0,42.0
2840,70297658,LISABO,Tables & desks,545.0,No old price,True,https://www.ikea.com/sa/en/p/lisabo-coffee-table-ash-veneer-70297658/,No,"        Coffee table,          118x50 cm",K Hagberg/M Hagberg,,50.0,50.0
2798,30299070,LISABO,Tables & desks,745.0,No old price,True,https://www.ikea.com/sa/en/p/lisabo-desk-ash-veneer-30299070/,No,"        Desk,          118x45 cm",K Hagberg/M Hagberg,45.0,74.0,118.0
3031,79296857,EKEDALEN / EKEDALEN,Tables & desks,1695.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-table-and-4-chairs-white-orrsta-light-grey-s79296857/,No,"        Table and 4 chairs,          120/180 cm",Ehlén Johansson,,,
108,30160209,LURÖY,Beds,100.0,No old price,True,https://www.ikea.com/sa/en/p/luroey-slatted-bed-base-30160209/,Yes,"        Slatted bed base,          80x200 cm",IKEA of Sweden,,4.0,80.0
1626,50374271,HEMNES,Chests of drawers & drawer units,375.0,No old price,True,https://www.ikea.com/sa/en/p/hemnes-chest-of-2-drawers-white-50374271/,Yes,"        Chest of 2 drawers,          54x66 cm",Carina Bengs,38.0,66.0,54.0
1454,29180524,STUVA / FÖLJA,Chairs,385.0,No old price,True,https://www.ikea.com/sa/en/p/stuva-foelja-storage-bench-white-s29180524/,No,"        Storage bench,          90x50x50 cm",Ebba Strandmark,50.0,50.0,90.0
210,29277724,VALLENTUNA,Beds,4320.0,"SR 5,400",True,https://www.ikea.com/sa/en/p/vallentuna-2-seat-modular-sofa-w-2-sofa-beds-murum-white-s29277724/,Yes,        2-seat modular sofa w 2 sofa-beds,Ehlén Johansson,113.0,84.0,186.0
3332,79191803,BESTÅ,TV & media furniture,2930.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-black-brown-selsviken-high-gloss-black-smoked-glass-s79191803/,Yes,"        TV storage combination/glass doors,          300x20/40x211 cm",IKEA of Sweden,,211.0,300.0
318,99291745,HYLLIS,Bookcases & shelving units,84.0,No old price,True,https://www.ikea.com/sa/en/p/hyllis-shelving-unit-with-cover-transparent-s99291745/,No,"        Shelving unit with cover,          60x27x140 cm",IKEA of Sweden,27.0,140.0,60.0
816,79286491,EKET,Cabinets & cupboards,377.0,SR 432,True,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-white-white-stained-oak-effect-s79286491/,Yes,"        Cabinet combination with feet,          70x25x107 cm",Jon Karlsson/IKEA of Sweden,25.0,107.0,70.0
1580,69221320,EKEDALEN / HENRIKSDAL,Chairs,4565.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-henriksdal-table-and-6-chairs-dark-brown-glose-black-s69221320/,No,"        Table and 6 chairs,          180/240 cm",Karl Malmvall/Ehlén Johansson,,,
59,59248612,NEIDEN,Beds,199.0,No old price,True,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-birch-luroey-s59248612/,No,"        Bed frame,          90x200 cm",Jon Karlsson/IKEA of Sweden,,,94.0
1003,20351515,BESTÅ,Cabinets & cupboards,75.0,No old price,True,https://www.ikea.com/sa/en/p/besta-drawer-frame-grey-stained-walnut-effect-20351515/,Yes,"        Drawer frame,          60x25x40 cm",IKEA of Sweden,40.0,25.0,60.0
1488,19252173,VANGSTA / TEODORES,Chairs,845.0,"SR 1,045",True,https://www.ikea.com/sa/en/p/vangsta-teodores-table-and-4-chairs-white-bright-orange-s19252173/,No,"        Table and 4 chairs,          120/180 cm",IKEA of Sweden/David Wahl,,,
2987,40339004,NORRÅKER,Tables & desks,595.0,No old price,True,https://www.ikea.com/sa/en/p/norraker-bar-table-black-40339004/,Yes,"        Bar table,          74x74 cm",J Karlsson/N Karlsson,,102.0,74.0
2002,40411047,KUDDARNA,Outdoor furniture,45.0,No old price,True,https://www.ikea.com/sa/en/p/kuddarna-back-cushion-outdoor-beige-40411047/,No,"        Back cushion, outdoor,          62x44 cm",IKEA of Sweden,,,62.0
1360,90253535,AGAM,Chairs,195.0,No old price,True,https://www.ikea.com/sa/en/p/agam-junior-chair-white-90253535/,No,        Junior chair,IKEA of Sweden,43.0,79.0,41.0
3597,99180573,PAX,Wardrobes,2170.0,No old price,True,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-hasvik-high-gloss-white-s99180573/,No,"        Wardrobe,          150x66x236 cm",Ehlén Johansson/IKEA of Sweden,66.0,236.0,150.0
1018,70444348,SELSVIKEN,Cabinets & cupboards,60.0,No old price,True,https://www.ikea.com/sa/en/p/selsviken-drawer-front-high-gloss-dark-red-brown-70444348/,Yes,"        Drawer front,          60x26 cm",IKEA of Sweden,,26.0,60.0
765,99248380,IVAR,Bookcases & shelving units,990.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-3-sections-shelves-cabinet-pine-s99248380/,No,"        3 sections/shelves/cabinet,          259x30x124 cm",IKEA of Sweden,30.0,124.0,259.0
3257,60333850,BROR,Trolleys,495.0,No old price,True,https://www.ikea.com/sa/en/p/bror-trolley-black-pine-plywood-60333850/,No,"        Trolley,          85x55 cm",IKEA of Sweden,,88.0,55.0
3340,80247371,BESTÅ,TV & media furniture,225.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-80247371/,Yes,"        Frame,          60x40x192 cm",IKEA of Sweden,40.0,192.0,60.0
3641,39325022,PAX / GRIMO/VIKEDAL,Wardrobes,3935.0,No old price,True,https://www.ikea.com/sa/en/p/pax-grimo-vikedal-wardrobe-combination-white-mirror-glass-s39325022/,Yes,"        Wardrobe combination,          200x60x236 cm",Ola Wihlborg/Ehlén Johansson/IKEA of Sweden,60.0,236.0,200.0
2800,30345717,FINNVARD,Tables & desks,160.0,No old price,True,https://www.ikea.com/sa/en/p/finnvard-trestle-with-shelf-birch-30345717/,No,"        Trestle with shelf,          70x71/93 cm",IKEA of Sweden,70.0,,46.0
1025,49194681,BESTÅ,Cabinets & cupboards,3340.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-lappviken-sindvik-black-brown-clear-glass-s49194681/,Yes,"        TV storage combination/glass doors,          300x40x230 cm",Marcus Arvonen/IKEA of Sweden,40.0,230.0,300.0
1283,70451635,POÄNG,Chairs,45.0,No old price,True,https://www.ikea.com/sa/en/p/poaeng-childrens-armchair-cushion-almas-beige-70451635/,No,        Children's armchair cushion,704.516.35 Easy to keep clean since the cushion can be machine washed.Recommended for ages from 3 years.Children’s armchair frame is sold separately.,,,39.0
3168,89304786,LANEBERG / KARLJAN,Tables & desks,1195.0,No old price,True,https://www.ikea.com/sa/en/p/laneberg-karljan-table-and-4-chairs-white-red-red-s89304786/,No,"        Table and 4 chairs,          130/190x80 cm",Francis Cayouette/K Hagberg/M Hagberg,,,80.0
727,99303970,BROR,Bookcases & shelving units,1315.0,No old price,True,https://www.ikea.com/sa/en/p/bror-shelving-unit-white-s99303970/,No,"        Shelving unit,          254x55x190 cm",IKEA of Sweden,55.0,190.0,254.0
2566,19218315,VIMLE,Sofas & armchairs,900.0,No old price,True,https://www.ikea.com/sa/en/p/vimle-cover-for-4-seat-sofa-with-chaise-longue-gunnared-medium-grey-s19218315/,Yes,        Cover for 4-seat sofa,Ehlén Johansson,,,
2269,29254647,GRÖNLID,Sofas & armchairs,1395.0,No old price,True,https://www.ikea.com/sa/en/p/groenlid-2-seat-section-inseros-white-s29254647/,Yes,        2-seat section,Ehlén Johansson/Francis Cayouette,98.0,104.0,141.0
220,29285521,VIMLE,Beds,2945.0,No old price,True,https://www.ikea.com/sa/en/p/vimle-2-seat-sofa-bed-section-gunnared-beige-s29285521/,Yes,        2-seat sofa-bed section,Ehlén Johansson/IKEA of Sweden,98.0,83.0,160.0
1795,80229008,BUSUNGE,Children's furniture,645.0,No old price,True,https://www.ikea.com/sa/en/p/busunge-wardrobe-light-pink-80229008/,No,"        Wardrobe,          80x139 cm",Carl Öjerstam,52.0,139.0,80.0
582,30342479,HACKÅS,Bookcases & shelving units,32.0,No old price,True,https://www.ikea.com/sa/en/p/hackas-handle-anthracite-30342479/,No,"        Handle,          100 mm",J Löfgren/J Pettersson,18.0,,24.0
1113,89280380,NORRÅKER / NORRARYD,Café furniture,1385.0,No old price,True,https://www.ikea.com/sa/en/p/norraker-norraryd-bar-table-and-2-bar-stools-black-black-s89280380/,No,"        Bar table and 2 bar stools,          74 cm",Nike Karlsson/J Karlsson/N Karlsson,,104.0,74.0
2895,19161489,MELLTORP / NISSE,Tables & desks,297.0,SR 383,True,https://www.ikea.com/sa/en/p/melltorp-nisse-table-and-2-folding-chairs-white-white-s19161489/,No,"        Table and 2 folding chairs,          75 cm",Lisa Norinder,,72.0,75.0
3514,20449517,KLEPPSTAD,Wardrobes,45.0,No old price,True,https://www.ikea.com/sa/en/p/kleppstad-shelf-white-20449517/,No,"        Shelf,          76x50 cm",IKEA of Sweden,50.0,,76.0
940,89307643,EKET,Cabinets & cupboards,114.0,No old price,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-s89307643/,Yes,"        Wall-mounted cabinet combination,          35x35x35 cm",IKEA of Sweden/Jon Karlsson,35.0,35.0,35.0
56,70395239,NEIDEN,Beds,199.0,No old price,True,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-70395239/,No,"        Bed frame,          140x200 cm",Jon Karlsson,,,144.0
187,19302917,PLATSA,Beds,2210.0,"SR 2,395",True,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-storage-white-s19302917/,No,"        Bed frame with storage,          140x244x223 cm",IKEA of Sweden,40.0,43.0,140.0
2178,105064,LIATORP,"Sideboards, buffets & console tables",445.0,No old price,True,https://www.ikea.com/sa/en/p/liatorp-console-table-white-glass-00105064/,No,"        Console table,          133x37 cm",Carina Bengs,,75.0,37.0
3282,60245844,BESTÅ,TV & media furniture,170.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-white-60245844/,Yes,"        Frame,          120x40x38 cm",IKEA of Sweden,40.0,38.0,120.0
2920,99047145,HILVER / LERBERG,Tables & desks,435.0,No old price,True,https://www.ikea.com/sa/en/p/hilver-lerberg-table-bamboo-grey-s99047145/,No,"        Table,          140x65 cm",Chenyi Ke/IKEA of Sweden,,,65.0
